Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),A,SOC,SOC%
0,3.233875036,0,0,0,1,100
0.999364197,3.345696926,0.002780383,0,0,1,100
0.999364197,3.361254692,0.005560757,0,0,1,100
0.999364197,3.374543667,0.008341139,0,0,1,100
0.999364197,3.386698246,0.011117234,0,0,1,100
0.999544024,3.398366451,0.013897626,0,0,1,100
0.999544024,3.408738375,0.016678062,0,0,1,100
0.999364197,3.418948174,0.019458479,0,0,1,100
0.999364197,3.428671837,0.022238883,0,0,1,100
0.999364197,3.437909365,0.025019285,0,0,1,100
0.999364197,3.446660519,0.027799722,0,0,1,100
0.999544024,3.455573797,0.030580159,0,0,1,100
0.999364197,3.463514805,0.033360622,0,0,1,100
0.99918437,3.471455812,0.036141086,0,0,1,100
0.999364197,3.479072571,0.038921535,0,0,1,100
0.999364197,3.486689568,0.041701997,0,0,1,100
0.999544024,3.493658066,0.044482407,0,0,1,100
0.999544024,3.500464678,0.047262852,0,0,1,100
0.999364197,3.506784916,0.050043299,0,0,1,100
0.999364197,3.513105392,0.052823685,0,0,1,100
0.999364197,3.51910162,0.055604153,0,0,1,100
0.999544024,3.525097847,0.058384589,0,0,1,100
0.999544024,3.530445814,0.06116503,0,0,1,100
0.999364197,3.53546977,0.063945473,0,0,1,100
0.999544024,3.540169477,0.066725949,0,0,1,100
0.999544024,3.5440588,0.069506401,0,0,1,100
0.999364197,3.547137976,0.072286871,0,0,1,100
0.999544024,3.548920631,0.075067283,0,0,1,100
0.999544024,3.550541401,0.077847746,0,0,1,100
0.999364197,3.551513672,0.080628205,0,0,1,100
0.999544024,3.552485943,0.083408644,0,0,1,100
0.999364197,3.553296328,0.086189093,0,0,1,100
0.999364197,3.553944588,0.088969548,0,0,1,100
0.999544024,3.554754972,0.091749964,0,0,1,100
0.999364197,3.555241108,0.094530434,0,0,1,100
0.999364197,3.555889368,0.097310868,0,0,1,100
0.999364197,3.556699514,0.100091333,0,0,1,100
0.999544024,3.557347775,0.102871791,0,0,1,100
0.999364197,3.55783391,0.105652256,0,0,1,100
0.999364197,3.55848217,0.108432697,0,0,1,100
0.999364197,3.559292555,0.111213143,0,0,1,100
0.99918437,3.559940815,0.113993611,0,0,1,100
0.999364197,3.560589075,0.116774066,0,0,1,100
0.999544024,3.56139946,0.119554545,0,0,1,100
0.999544024,3.562047482,0.122335016,0,0,1,100
0.999544024,3.562695742,0.125115477,0,0,1,100
0.99918437,3.563344002,0.127895958,0,0,1,100
0.999364197,3.563830376,0.130676444,0,0,1,100
0.999544024,3.564478397,0.133456914,0,0,1,100
0.999364197,3.565126657,0.136237374,0,0,1,100
0.999364197,3.565937042,0.13901784,0,0,1,100
0.999364197,3.566585302,0.141798342,0,0,1,100
