Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),A,SOC,SOC%
0,3.471264839,0,0,0,1,100
0.999713123,3.619649172,0.002781398,0,0,1,100
0.999893069,3.625804663,0.005562755,0,0,1,100
0.999893069,3.630340576,0.008344267,0,0,1,100
0.999713123,3.633742332,0.011125794,0,0,1,100
0.999893069,3.636496305,0.013902986,0,0,1,100
0.999713123,3.638602018,0.016684357,0,0,1,100
0.999713123,3.640546083,0.019465729,0,0,1,100
0.999893069,3.642651796,0.022247265,0,0,1,100
0.999893069,3.644433737,0.025028741,0,0,1,100
0.999713123,3.646215677,0.027805849,0,0,1,100
0.999713123,3.647835493,0.030591696,0,0,1,100
0.999713123,3.649455547,0.03336884,0,0,1,100
0.999893069,3.651399374,0.036154688,0,0,1,100
0.999893069,3.653019428,0.038931826,0,0,1,100
0.999893069,3.654801369,0.041708997,0,0,1,100
0.999713123,3.656583071,0.044494852,0,0,1,100
0.999893069,3.658365011,0.047276226,0,0,1,100
0.999893069,3.659985065,0.050057668,0,0,1,100
0.999893069,3.661767006,0.052834703,0,0,1,100
0.999893069,3.663548708,0.055616174,0,0,1,100
0.999713123,3.665330648,0.058393253,0,0,1,100
0.999893069,3.666950703,0.061174696,0,0,1,100
0.999713123,3.668570518,0.063956075,0,0,1,100
0.999533176,3.670190334,0.066737521,0,0,1,100
0.999713123,3.671972275,0.069514624,0,0,1,100
0.999893069,3.673592329,0.072296042,0,0,1,100
0.999893069,3.675212145,0.075081823,0,0,1,100
0.999893069,3.676994085,0.077858973,0,0,1,100
1.000073075,3.678290129,0.080640327,0,0,1,100
0.999533176,3.679909945,0.083413166,0,0,1,100
0.999713123,3.68152976,0.086194644,0,0,1,100
0.999713123,3.68298769,0.088976014,0,0,1,100
0.999713123,3.684607744,0.091757423,0,0,1,100
0.999893069,3.68622756,0.094534533,0,0,1,100
0.999533176,3.687523603,0.097320296,0,0,1,100
1.000073075,3.689305544,0.100097414,0,0,1,100
0.999893069,3.690439463,0.102883225,0,0,1,100
0.999893069,3.692221403,0.105660336,0,0,1,100
0.999713123,3.693517208,0.108446212,0,0,1,100
0.999893069,3.694975138,0.111227666,0,0,1,100
0.999713123,3.696595192,0.114004897,0,0,1,100
1.000073075,3.698053122,0.116781981,0,0,1,100
0.999533176,3.699348927,0.119567762,0,0,1,100
0.999713123,3.70064497,0.122349261,0,0,1,100
0.999893069,3.7021029,0.125130685,0,0,1,100
0.999713123,3.703398705,0.127907735,0,0,1,100
0.999533176,3.704856634,0.130693498,0,0,1,100
0.999893069,3.706152678,0.13347495,0,0,1,100
0.999893069,3.707610607,0.136256403,0,0,1,100
1.000073075,3.708906412,0.139037859,0,0,1,100
0.999713123,3.710040331,0.141815009,0,0,1,100
0.999893069,3.71149826,0.144596414,0,0,1,100
0.999893069,3.71295619,0.147377906,0,0,1,100
0.999713123,3.713928223,0.150155092,0,0,1,100
0.999713123,3.715224028,0.152932144,0,0,1,100
0.999713123,3.716681957,0.155717924,0,0,1,100
0.999893069,3.717815876,0.158499351,0,0,1,100
0.999893069,3.719111919,0.161280807,0,0,1,100
0.999893069,3.720407963,0.16405796,0,0,1,100
0.999713123,3.721703768,0.166843714,0,0,1,100
0.999893069,3.722999811,0.169625212,0,0,1,100
0.999713123,3.723971605,0.172406612,0,0,1,100
0.999533176,3.725105524,0.175188124,0,0,1,100
0.999893069,3.726401567,0.177965328,0,0,1,100
0.999713123,3.727535486,0.180746744,0,0,1,100
1.000073075,3.72883153,0.183528215,0,0,1,100
0.999893069,3.729803324,0.186305362,0,0,1,100
0.999713123,3.730937243,0.189091191,0,0,1,100
0.999893069,3.73174715,0.191872653,0,0,1,100
0.999893069,3.732881308,0.194654142,0,0,1,100
1.000073075,3.734015226,0.197435653,0,0,1,100
0.999713123,3.734825134,0.200217068,0,0,1,100
1.000073075,3.735797167,0.202998574,0,0,1,100
0.999713123,3.736607075,0.205780038,0,0,1,100
0.999713123,3.737416983,0.208561496,0,0,1,100
0.999893069,3.738389015,0.211342982,0,0,1,100
0.999713123,3.738874912,0.214124515,0,0,1,100
0.999893069,3.739522934,0.216901606,0,0,1,100
0.999713123,3.740332842,0.21968741,0,0,1,100
0.999713123,3.740980864,0.222468892,0,0,1,100
0.999713123,3.741628647,0.225246066,0,0,1,100
0.999893069,3.742276669,0.228027414,0,0,1,100
0.999713123,3.742762804,0.230804471,0,0,1,100
0.999713123,3.743248701,0.233590251,0,0,1,100
0.999713123,3.743734598,0.236371699,0,0,1,100
0.999713123,3.744220495,0.23915312,0,0,1,100
0.999533176,3.744544506,0.24193454,0,0,1,100
0.999713123,3.745030642,0.244715989,0,0,1,100
0.999713123,3.745678425,0.247493114,0,0,1,100
0.999713123,3.746002436,0.25027893,0,0,1,100
0.999713123,3.746326447,0.253060383,0,0,1,100
0.999713123,3.746812582,0.255841831,0,0,1,100
0.999893069,3.747136354,0.25862326,0,0,1,100
0.999533176,3.747298479,0.261404703,0,0,1,100
0.999713123,3.74762249,0.264186131,0,0,1,100
0.999713123,3.747946501,0.26696759,0,0,1,100
0.999713123,3.748432398,0.26974472,0,0,1,100
0.999713123,3.748594284,0.272530525,0,0,1,100
0.999533176,3.748756409,0.275311931,0,0,1,100
0.999713123,3.74908042,0.278089029,0,0,1,100
0.999713123,3.749242306,0.280874871,0,0,1,100
0.999533176,3.749566317,0.28365635,0,0,1,100
0.999713123,3.749728441,0.286433513,0,0,1,100
0.999893069,3.750376225,0.289219336,0,0,1,100
0.999713123,3.750538349,0.292000768,0,0,1,100
0.999713123,3.750700235,0.294782238,0,0,1,100
0.999713123,3.751024246,0.297563717,0,0,1,100
0.999713123,3.751186371,0.300340911,0,0,1,100
0.999893069,3.751510143,0.303122355,0,0,1,100
0.999713123,3.751834154,0.305903801,0,0,1,100
0.999893069,3.752158165,0.308685267,0,0,1,100
0.999713123,3.752158165,0.311445026,0,0,1,100
0.999533176,3.75232029,0.314243862,0,0,1,100
0.999893069,3.752482176,0.317025309,0,0,1,100
0.999893069,3.752644062,0.319802426,0,0,1,100
0.999713123,3.753130198,0.322588186,0,0,1,100
0.999713123,3.753292084,0.325369635,0,0,1,100
0.999893069,3.753616095,0.328151136,0,0,1,100
0.999893069,3.753778219,0.330932579,0,0,1,100
1.000073075,3.753940105,0.333714044,0,0,1,100
0.999713123,3.754264116,0.336495496,0,0,1,100
0.999713123,3.754264116,0.339276927,0,0,1,100
1.000073075,3.754912138,0.342054062,0,0,1,100
0.999713123,3.755074024,0.3448399,0,0,1,100
0.999893069,3.755074024,0.347617056,0,0,1,100
0.999713123,3.755236149,0.350402927,0,0,1,100
0.999713123,3.755722046,0.353180023,0,0,1,100
0.999713123,3.755722046,0.355961546,0,0,1,100
0.999713123,3.756046057,0.358743016,0,0,1,100
0.999713123,3.756207943,0.361524459,0,0,1,100
0.999893069,3.756531954,0.364305935,0,0,1,100
0.999713123,3.756694078,0.367083051,0,0,1,100
0.999893069,3.757017851,0.369868886,0,0,1,100
0.999893069,3.757341862,0.372650358,0,0,1,100
0.999713123,3.757503986,0.375427507,0,0,1,100
0.999713123,3.757827997,0.37821333,0,0,1,100
0.999713123,3.757827997,0.380994818,0,0,1,100
0.999713123,3.758313894,0.383771987,0,0,1,100
0.999713123,3.75847578,0.386549052,0,0,1,100
0.999713123,3.758637905,0.389334824,0,0,1,100
0.999893069,3.758961916,0.392116348,0,0,1,100
0.999893069,3.759285927,0.394897803,0,0,1,100
0.999893069,3.759447813,0.397679272,0,0,1,100
0.999533176,3.759609699,0.400460769,0,0,1,100
0.999893069,3.760095835,0.403237933,0,0,1,100
0.999893069,3.760257721,0.406023756,0,0,1,100
0.999713123,3.760419846,0.40880523,0,0,1,100
1.000073075,3.760743856,0.411582419,0,0,1,100
0.999713123,3.761067629,0.414363889,0,0,1,100
0.999713123,3.76139164,0.417145357,0,0,1,100
0.999713123,3.761553764,0.419926844,0,0,1,100
0.999713123,3.761877775,0.42270832,0,0,1,100
0.999893069,3.762201786,0.425489801,0,0,1,100
0.999893069,3.762525558,0.428271266,0,0,1,100
0.999713123,3.762687683,0.431052756,0,0,1,100
0.999713123,3.762849569,0.433834191,0,0,1,100
0.999533176,3.763335705,0.436615635,0,0,1,100
0.999713123,3.763659716,0.439392812,0,0,1,100
0.999713123,3.763821602,0.442169821,0,0,1,100
0.999713123,3.764145613,0.444955628,0,0,1,100
0.999893069,3.76463151,0.447732713,0,0,1,100
0.999893069,3.764955521,0.450518553,0,0,1,100
0.999893069,3.765117645,0.453299971,0,0,1,100
1.000073075,3.765441418,0.45608145,0,0,1,100
0.999713123,3.765927553,0.458858596,0,0,1,100
0.999893069,3.766251564,0.461644397,0,0,1,100
0.999893069,3.766575336,0.464425844,0,0,1,100
0.999713123,3.766737461,0.467203008,0,0,1,100
0.999713123,3.767061472,0.469984435,0,0,1,100
0.999713123,3.767385483,0.472765884,0,0,1,100
0.999893069,3.767709494,0.475547404,0,0,1,100
0.999893069,3.768195391,0.478324627,0,0,1,100
0.999713123,3.768357277,0.481110451,0,0,1,100
0.999893069,3.768681288,0.483891921,0,0,1,100
0.999533176,3.769167423,0.486673406,0,0,1,100
0.999713123,3.769491196,0.489454881,0,0,1,100
0.999533176,3.76965332,0.492236357,0,0,1,100
0.999893069,3.770301342,0.495013532,0,0,1,100
0.999533176,3.770463228,0.497794962,0,0,1,100
0.999713123,3.770949125,0.500576445,0,0,1,100
0.999713123,3.771273136,0.503353569,0,0,1,100
0.999893069,3.771759272,0.506139383,0,0,1,100
0.999713123,3.772083282,0.508920861,0,0,1,100
0.999713123,3.772407055,0.511702331,0,0,1,100
0.999893069,3.772731066,0.514479434,0,0,1,100
0.999713123,3.773055077,0.517265279,0,0,1,100
0.999893069,3.773703098,0.52004676,0,0,1,100
0.999893069,3.774027109,0.522823929,0,0,1,100
0.999893069,3.77435112,0.525605323,0,0,1,100
0.999713123,3.774675131,0.528386813,0,0,1,100
0.999713123,3.775161028,0.531168333,0,0,1,100
0.999893069,3.775646925,0.533945465,0,0,1,100
0.999893069,3.77613306,0.536731323,0,0,1,100
0.999713123,3.776294947,0.53950846,0,0,1,100
0.999713123,3.776942968,0.542294267,0,0,1,100
0.999893069,3.777266979,0.54507575,0,0,1,100
1.000073075,3.777752876,0.547857216,0,0,1,100
0.999713123,3.778076887,0.550634398,0,0,1,100
0.999713123,3.778562784,0.553411483,0,0,1,100
0.999713123,3.77904892,0.556197269,0,0,1,100
0.999893069,3.779534817,0.558978731,0,0,1,100
0.999893069,3.779858828,0.561760206,0,0,1,100
0.999893069,3.780344725,0.564541708,0,0,1,100
0.999713123,3.780830622,0.567323176,0,0,1,100
0.999713123,3.781154633,0.57010467,0,0,1,100
0.999893069,3.78196454,0.572886156,0,0,1,100
0.999893069,3.782288551,0.575667607,0,0,1,100
0.999713123,3.782612562,0.578444762,0,0,1,100
0.999713123,3.783260584,0.58122184,0,0,1,100
0.999713123,3.783584595,0.584007635,0,0,1,100
0.999713123,3.784070492,0.586789059,0,0,1,100
0.999893069,3.784556627,0.58957044,0,0,1,100
0.999713123,3.785366535,0.592351861,0,0,1,100
0.999713123,3.785690546,0.595133288,0,0,1,100
0.999713123,3.786176443,0.597910385,0,0,1,100
0.999893069,3.78666234,0.600696222,0,0,1,100
0.999713123,3.787148476,0.603473367,0,0,1,100
0.999713123,3.787796259,0.606254878,0,0,1,100
0.999893069,3.788282394,0.609036282,0,0,1,100
0.999713123,3.788768291,0.611817784,0,0,1,100
0.999713123,3.789416313,0.61459921,0,0,1,100
0.999713123,3.789740324,0.617380676,0,0,1,100
0.999713123,3.790226221,0.620162101,0,0,1,100
0.999893069,3.790874243,0.622943561,0,0,1,100
0.999893069,3.79136014,0.625725044,0,0,1,100
0.999713123,3.792170048,0.628502217,0,0,1,100
0.999713123,3.792494059,0.631288049,0,0,1,100
1.000073075,3.79314208,0.634065222,0,0,1,100
0.999533176,3.793627977,0.636846673,0,0,1,100
0.999893069,3.794438124,0.639623829,0,0,1,100
0.999713123,3.794761896,0.642409597,0,0,1,100
0.999893069,3.795409918,0.645143296,0,0,1,100
0.999713123,3.795895815,0.647968185,0,0,1,100
0.999713123,3.79638195,0.650749685,0,0,1,100
0.999893069,3.797191858,0.653531149,0,0,1,100
1.000073075,3.79783988,0.656312633,0,0,1,100
0.999533176,3.798325777,0.659094107,0,0,1,100
0.999893069,3.798811674,0.661875642,0,0,1,100
0.999893069,3.799459696,0.664657046,0,0,1,100
0.999713123,3.800107718,0.667438557,0,0,1,100
0.999713123,3.800755739,0.670220017,0,0,1,100
0.999533176,3.801403761,0.673001486,0,0,1,100
0.999713123,3.801889658,0.675782956,0,0,1,100
0.999893069,3.80253768,0.67856447,0,0,1,100
0.999713123,3.803347588,0.68134169,0,0,1,100
0.999713123,3.803833485,0.68412747,0,0,1,100
0.999893069,3.804481506,0.686908948,0,0,1,100
0.999713123,3.804967403,0.689686063,0,0,1,100
0.999893069,3.805777311,0.692467473,0,0,1,100
0.999893069,3.806587458,0.695248934,0,0,1,100
0.999713123,3.806911469,0.698030433,0,0,1,100
0.999713123,3.807883263,0.700811897,0,0,1,100
0.999533176,3.808207273,0.703593399,0,0,1,100
0.999713123,3.809017181,0.706374874,0,0,1,100
0.999713123,3.809827328,0.709152057,0,0,1,100
0.999713123,3.810313225,0.7119379,0,0,1,100
1.000073075,3.810961246,0.714719404,0,0,1,100
0.999713123,3.811771154,0.717496596,0,0,1,100
0.999713123,3.812257051,0.720278041,0,0,1,100
0.999713123,3.812905073,0.723059507,0,0,1,100
0.999713123,3.813714981,0.725841027,0,0,1,100
0.999713123,3.814524889,0.728622502,0,0,1,100
0.999713123,3.815011024,0.731399685,0,0,1,100
0.999893069,3.815982819,0.734185582,0,0,1,100
0.999893069,3.81663084,0.73696752,0,0,1,100
0.999893069,3.817440748,0.739748541,0,0,1,100
0.999533176,3.817764759,0.742530037,0,0,1,100
0.999893069,3.818736792,0.745307281,0,0,1,100
0.999533176,3.819384813,0.748088762,0,0,1,100
0.99935323,3.820032597,0.75087021,0,0,1,100
0.999713123,3.820842743,0.753651679,0,0,1,100
0.999893069,3.821652651,0.756433222,0,0,1,100
0.999713123,3.822300673,0.759214739,0,0,1,100
1.000073075,3.82311058,0.761987571,0,0,1,100
0.999713123,3.823758602,0.764773379,0,0,1,100
0.999533176,3.82456851,0.76755486,0,0,1,100
0.999893069,3.825540304,0.770336311,0,0,1,100
0.999533176,3.82602644,0.773117787,0,0,1,100
0.999533176,3.826836348,0.77589924,0,0,1,100
0.999533176,3.827484369,0.778680684,0,0,1,100
0.999713123,3.828294277,0.781462171,0,0,1,100
0.999893069,3.829104185,0.784243663,0,0,1,100
0.999713123,3.829914093,0.787025171,0,0,1,100
0.999893069,3.830724239,0.789806657,0,0,1,100
0.999893069,3.831372023,0.792588141,0,0,1,100
0.999713123,3.832020044,0.795369617,0,0,1,100
0.999713123,3.832829952,0.798151096,0,0,1,100
0.999893069,3.833801985,0.800928318,0,0,1,100
0.999713123,3.834611893,0.803709747,0,0,1,100
0.999893069,3.835259914,0.806491239,0,0,1,100
0.999713123,3.835907936,0.809272713,0,0,1,100
0.999893069,3.837041855,0.812054197,0,0,1,100
0.999893069,3.837851763,0.814835623,0,0,1,100
0.999713123,3.838499784,0.817617086,0,0,1,100
0.999533176,3.839309692,0.820398553,0,0,1,100
0.999713123,3.839957714,0.823180026,0,0,1,100
0.999713123,3.840929508,0.82596157,0,0,1,100
0.999713123,3.841901541,0.828743011,0,0,1,100
0.999713123,3.842549562,0.831524528,0,0,1,100
0.999533176,3.843521357,0.834301706,0,0,1,100
0.999713123,3.844493389,0.837087555,0,0,1,100
0.999893069,3.845303297,0.839869007,0,0,1,100
0.999893069,3.845951319,0.842650475,0,0,1,100
0.999893069,3.846761227,0.845427639,0,0,1,100
0.999893069,3.847733259,0.848204767,0,0,1,100
0.999713123,3.848543167,0.850990565,0,0,1,100
0.999713123,3.8495152,0.853772045,0,0,1,100
0.999713123,3.850163221,0.856549255,0,0,1,100
0.999893069,3.851135015,0.859330717,0,0,1,100
0.999533176,3.851944923,0.862112214,0,0,1,100
0.999713123,3.852916956,0.864893758,0,0,1,100
0.999713123,3.853888988,0.867675239,0,0,1,100
0.999713123,3.854698896,0.870456733,0,0,1,100
0.999893069,3.855832815,0.873238225,0,0,1,100
0.999893069,3.856642723,0.876019723,0,0,1,100
0.999713123,3.857452631,0.878801197,0,0,1,100
0.999713123,3.858424664,0.88158275,0,0,1,100
0.999893069,3.859396696,0.884359969,0,0,1,100
0.999893069,3.860206604,0.887141453,0,0,1,100
0.999713123,3.861178637,0.889922965,0,0,1,100
