Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),A,SOC,SOC%
0,3.411755323,0,0,0,1,100
0.999833703,3.517304659,0.002781756,0,0,1,100
0.999833703,3.527665377,0.005563489,0,0,1,100
0.999833703,3.535597801,0.008340929,0,0,1,100
1.000014305,3.54207325,0.011118371,0,0,1,100
1.000014305,3.54676795,0.013900105,0,0,1,100
0.999833703,3.550167561,0.016677454,0,0,1,100
0.999833703,3.552595854,0.019459209,0,0,1,100
0.999833703,3.554538488,0.022240922,0,0,1,100
1.000014305,3.555995464,0.025022662,0,0,1,100
0.999833703,3.557128668,0.02780438,0,0,1,100
0.999833703,3.557938099,0.030586122,0,0,1,100
0.999833703,3.558909416,0.033363451,0,0,1,100
1.000014305,3.559718847,0.036145188,0,0,1,100
0.999653101,3.560366392,0.03893128,0,0,1,100
1.000014305,3.561175823,0.041713014,0,0,1,100
0.999833703,3.561823368,0.044494711,0,0,1,100
0.999833703,3.562470913,0.047276439,0,0,1,100
0.999833703,3.563280344,0.050058144,0,0,1,100
0.999833703,3.563766003,0.052835547,0,0,1,100
0.999833703,3.564575434,0.055617207,0,0,1,100
1.000014305,3.565384865,0.05839892,0,0,1,100
0.999833703,3.565870523,0.061180649,0,0,1,100
0.999653101,3.566679955,0.063958068,0,0,1,100
0.999833703,3.567651272,0.066735472,0,0,1,100
0.999833703,3.568298817,0.069517115,0,0,1,100
0.999833703,3.569108248,0.072298815,0,0,1,100
0.999833703,3.569755793,0.075076205,0,0,1,100
1.000014305,3.570565224,0.077857732,0,0,1,100
0.999833703,3.571374655,0.0806352,0,0,1,100
1.000014305,3.5720222,0.083416915,0,0,1,100
0.999833703,3.572669744,0.086198608,0,0,1,100
0.999833703,3.573479176,0.088980314,0,0,1,100
0.999833703,3.574288607,0.091762041,0,0,1,100
0.999833703,3.574936152,0.094543723,0,0,1,100
1.000014305,3.575745583,0.097325428,0,0,1,100
1.000014305,3.576555014,0.100102783,0,0,1,100
0.999833703,3.577364445,0.102884465,0,0,1,100
0.999833703,3.577850103,0.105666149,0,0,1,100
0.999833703,3.578821421,0.108447745,0,0,1,100
1.000014305,3.579792738,0.111225187,0,0,1,100
0.999833703,3.580440283,0.114006762,0,0,1,100
0.999833703,3.581249714,0.116784238,0,0,1,100
1.000014305,3.582059145,0.119565861,0,0,1,100
1.000014305,3.582868576,0.122343381,0,0,1,100
0.999833703,3.583516121,0.12512078,0,0,1,100
1.000014305,3.584487438,0.127902458,0,0,1,100
0.999833703,3.585296869,0.130679888,0,0,1,100
0.999833703,3.586268187,0.133461624,0,0,1,100
0.999653101,3.587077618,0.136239038,0,0,1,100
0.999833703,3.587887049,0.139020704,0,0,1,100
1.000014305,3.588858366,0.141802421,0,0,1,100
0.999833703,3.589667797,0.144579772,0,0,1,100
0.999833703,3.590639114,0.14736579,0,0,1,100
1.000014305,3.591610432,0.150147484,0,0,1,100
0.999833703,3.592581511,0.152929177,0,0,1,100
0.999833703,3.593390942,0.155710837,0,0,1,100
0.999653101,3.594362259,0.158492585,0,0,1,100
0.999833703,3.595495462,0.161274271,0,0,1,100
0.999833703,3.59646678,0.164055999,0,0,1,100
0.999833703,3.597438097,0.166837707,0,0,1,100
0.999833703,3.598409414,0.169619417,0,0,1,100
0.999833703,3.599542618,0.172401073,0,0,1,100
0.999833703,3.600675821,0.175178491,0,0,1,100
0.999833703,3.601809025,0.177960185,0,0,1,100
1.000014305,3.602942228,0.180741924,0,0,1,100
0.999833703,3.603913546,0.183523726,0,0,1,100
0.999833703,3.605046749,0.186305398,0,0,1,100
1.000014305,3.606503725,0.189082813,0,0,1,100
0.999833703,3.607636929,0.191864552,0,0,1,100
0.999833703,3.608608246,0.194646171,0,0,1,100
1.000014305,3.609903336,0.197427939,0,0,1,100
1.000014305,3.611198425,0.200209631,0,0,1,100
0.999833703,3.612331629,0.202991287,0,0,1,100
0.999833703,3.613626719,0.20577302,0,0,1,100
0.999833703,3.615083694,0.208550349,0,0,1,100
0.999833703,3.616378784,0.211336383,0,0,1,100
0.999833703,3.617511988,0.214118109,0,0,1,100
0.999833703,3.618645191,0.216895461,0,0,1,100
0.999833703,3.619940281,0.219677164,0,0,1,100
0.999833703,3.621073484,0.222458854,0,0,1,100
1.000014305,3.622692347,0.225240512,0,0,1,100
1.000014305,3.62382555,0.228022204,0,0,1,100
0.999833703,3.624958754,0.230803928,0,0,1,100
0.999833703,3.62641573,0.233585646,0,0,1,100
1.000014305,3.627548933,0.236367404,0,0,1,100
1.000014305,3.628844023,0.239149112,0,0,1,100
0.999833703,3.630139112,0.241930841,0,0,1,100
1.000014305,3.631434202,0.24471251,0,0,1,100
1.000014305,3.632729292,0.247494182,0,0,1,100
1.000014305,3.634024382,0.250275904,0,0,1,100
0.999833703,3.635157585,0.253057633,0,0,1,100
0.999833703,3.636128902,0.255835001,0,0,1,100
0.999833703,3.637585878,0.258621042,0,0,1,100
0.999833703,3.638557196,0.261402757,0,0,1,100
0.999833703,3.639690399,0.264184442,0,0,1,100
0.999833703,3.640985489,0.266961822,0,0,1,100
0.999833703,3.642118692,0.269739134,0,0,1,100
0.999833703,3.643251896,0.27251648,0,0,1,100
0.999833703,3.644546986,0.27530261,0,0,1,100
1.000014305,3.645518303,0.278084346,0,0,1,100
0.999653101,3.646327734,0.280866107,0,0,1,100
0.999833703,3.64778471,0.283647803,0,0,1,100
0.999833703,3.648756027,0.286429536,0,0,1,100
0.999833703,3.649889231,0.28921123,0,0,1,100
1.000014305,3.651022434,0.291988638,0,0,1,100
0.999653101,3.652155638,0.29477027,0,0,1,100
0.999653101,3.653288841,0.29755195,0,0,1,100
0.999833703,3.654422045,0.300333654,0,0,1,100
0.999833703,3.655717134,0.303115355,0,0,1,100
0.999833703,3.656688452,0.305897095,0,0,1,100
0.999833703,3.657983541,0.308678777,0,0,1,100
0.999833703,3.659116745,0.311460518,0,0,1,100
1.000194907,3.660411835,0.314242196,0,0,1,100
0.999653101,3.661221266,0.31702388,0,0,1,100
0.999833703,3.662678242,0.319805552,0,0,1,100
0.999833703,3.663649559,0.322587238,0,0,1,100
0.999833703,3.664782763,0.325368931,0,0,1,100
0.999833703,3.666077852,0.32815061,0,0,1,100
0.999833703,3.667211056,0.330932326,0,0,1,100
0.999653101,3.668182373,0.333714003,0,0,1,100
0.999833703,3.66915369,0.336495714,0,0,1,100
1.000014305,3.670286894,0.339277413,0,0,1,100
1.000014305,3.671258211,0.342054748,0,0,1,100
0.999833703,3.672229528,0.344836415,0,0,1,100
0.999833703,3.673038721,0.347613763,0,0,1,100
1.000014305,3.674010038,0.350391087,0,0,1,100
0.999833703,3.674819469,0.353172757,0,0,1,100
0.999653101,3.675628901,0.355954448,0,0,1,100
0.999833703,3.676438332,0.35873612,0,0,1,100
0.999833703,3.677085876,0.361513452,0,0,1,100
